"participant";"prime_category";"prime_context";"prime_filename";"target_category";"target_context";"target_filename";"congruency";"mask_contrast";"soa";"iti";"task";"accuracy";"rt"
"3808";"4";"outdoor";"train";"SHINEd_train06.jpg";"indoor";"kitchen";"SHINEd_kitchen12.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.05;"pri";"correct";636.971783807894
"3809";"4";"indoor";"classroom";"SHINEd_classroom14.jpg";"outdoor";"garden";"SHINEd_garden06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1;"pri";"correct";576.974820465693
"3810";"4";"indoor";"kitchen";"SHINEd_kitchen09.jpg";"indoor";"library";"SHINEd_library07.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.35;"pri";"wrong";714.970462287965
"3811";"4";"outdoor";"shopfront";"SHINEd_shopfront11.jpg";"indoor";"concerthall";"SHINEd_concerthall07.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.8;"pri";"correct";582.995012740867
"3812";"4";"indoor";"restaurant";"SHINEd_restaurant10.jpg";"indoor";"bathroom";"SHINEd_bathroom01.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.95;"pri";"correct";470.962808456534
"3813";"4";"outdoor";"tenniscourt";"SHINEd_tenniscourt03.jpg";"indoor";"livingroom";"SHINEd_livingroom07.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.1;"pri";"correct";438.998497353168
"3814";"4";"indoor";"bathroom";"SHINEd_bathroom06.jpg";"outdoor";"parking";"SHINEd_parking04.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.85;"pri";"correct";463.019197348331
"3815";"4";"indoor";"bar";"SHINEd_bar01.jpg";"indoor";"diningroom";"SHINEd_diningroom03.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.4;"pri";"correct";500.998267340037
"3816";"4";"outdoor";"street";"SHINEd_street15.jpg";"indoor";"kitchen";"SHINEd_kitchen13.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.15;"pri";"correct";517.003514783937
"3817";"4";"indoor";"bedroom";"SHINEd_bedroom09.jpg";"indoor";"church";"SHINEd_church12.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.4;"pri";"correct";592.975841944281
"3818";"4";"indoor";"lobby";"SHINEd_lobby14.jpg";"outdoor";"garden";"SHINEd_garden07.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.45;"pri";"correct";555.023335176884
"3819";"4";"outdoor";"seaport";"SHINEd_seaport14.jpg";"outdoor";"playground";"SHINEd_playground06.jpg";"congruent";"20% (high prime visibility)";"200 ms";1;"pri";"correct";703.01610635579
"3820";"4";"outdoor";"playground";"SHINEd_playground13.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt09.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.35;"pri";"correct";591.012276423498
"3821";"4";"indoor";"classroom";"SHINEd_classroom07.jpg";"indoor";"corridor";"SHINEd_corridor05.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.1;"pri";"correct";639.001153676872
"3822";"4";"indoor";"classroom";"SHINEd_classroom14.jpg";"indoor";"office";"SHINEd_office04.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.25;"pri";"correct";591.033406259157
"3823";"4";"outdoor";"playground";"SHINEd_playground13.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt09.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.1;"pri";"correct";663.001629398423
"3824";"4";"indoor";"restaurant";"SHINEd_restaurant10.jpg";"indoor";"diningroom";"SHINEd_diningroom05.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.1;"pri";"correct";496.972731632923
"3825";"4";"indoor";"library";"SHINEd_library10.jpg";"indoor";"office";"SHINEd_office14.jpg";"congruent";"100% (low prime visibility)";"400 ms";1;"pri";"correct";601.005481670654
"3826";"4";"outdoor";"playground";"SHINEd_playground07.jpg";"indoor";"staircase";"SHINEd_staircase09.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.1;"pri";"wrong";583.007992499915
"3827";"4";"indoor";"bedroom";"SHINEd_bedroom09.jpg";"indoor";"library";"SHINEd_library08.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.15;"pri";"correct";590.993863279436
"3828";"4";"outdoor";"train";"SHINEd_train04.jpg";"indoor";"livingroom";"SHINEd_livingroom06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.95;"pri";"correct";437.053344976448
"3829";"4";"outdoor";"garden";"SHINEd_garden05.jpg";"indoor";"classroom";"SHINEd_classroom06.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1;"pri";"correct";409.023711286864
"3830";"4";"outdoor";"parking";"SHINEd_parking13.jpg";"outdoor";"gasstation";"SHINEd_gasstation07.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.95;"pri";"correct";739.013801392503
"3831";"4";"outdoor";"house";"SHINEd_house02.jpg";"outdoor";"train";"SHINEd_train08.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.9;"pri";"correct";677.024898179297
"3832";"4";"indoor";"bathroom";"SHINEd_bathroom06.jpg";"outdoor";"parking";"SHINEd_parking04.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.1;"pri";"correct";653.054607935701
"3833";"4";"indoor";"livingroom";"SHINEd_livingroom13.jpg";"indoor";"concerthall";"SHINEd_concerthall02.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.2;"pri";"correct";629.032096812807
"3834";"4";"indoor";"staircase";"SHINEd_staircase05.jpg";"indoor";"concerthall";"SHINEd_concerthall13.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.45;"pri";"correct";559.048267175967
"3835";"4";"indoor";"concerthall";"SHINEd_concerthall14.jpg";"outdoor";"parking";"SHINEd_parking10.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.8;"pri";"correct";569.057470727785
"3836";"4";"outdoor";"bridge";"SHINEd_bridge10.jpg";"indoor";"staircase";"SHINEd_staircase06.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.85;"pri";"correct";567.075492062941
"3837";"4";"outdoor";"parking";"SHINEd_parking05.jpg";"indoor";"bedroom";"SHINEd_bedroom01.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.25;"pri";"correct";599.035275345159
"3838";"4";"outdoor";"garden";"SHINEd_garden05.jpg";"indoor";"church";"SHINEd_church06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.95;"pri";"correct";579.009925577338
"3839";"4";"indoor";"bedroom";"SHINEd_bedroom05.jpg";"outdoor";"woods";"SHINEd_woods05.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.5;"pri";"correct";564.954962042975
"3840";"4";"indoor";"bedroom";"SHINEd_bedroom09.jpg";"outdoor";"parking";"SHINEd_parking03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.85;"pri";"wrong";453.069459194012
"3841";"5";"indoor";"bar";"SHINEd_bar01.jpg";"indoor";"church";"SHINEd_church01.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.25;"vis";"wrong";1145.37559164091
"3842";"5";"indoor";"kitchen";"SHINEd_kitchen09.jpg";"outdoor";"seaport";"SHINEd_seaport05.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.85;"vis";"correct";1267.38922883669
"3843";"5";"outdoor";"garden";"SHINEd_garden05.jpg";"indoor";"office";"SHINEd_office08.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.25;"vis";"correct";819.382964746183
"3844";"5";"indoor";"office";"SHINEd_office13.jpg";"outdoor";"shopfront";"SHINEd_shopfront07.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.2;"vis";"correct";951.389203481085
"3845";"5";"indoor";"staircase";"SHINEd_staircase05.jpg";"outdoor";"parking";"SHINEd_parking06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.95;"vis";"correct";907.377867020841
"3846";"5";"outdoor";"woods";"SHINEd_woods10.jpg";"outdoor";"parking";"SHINEd_parking06.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.2;"vis";"correct";925.31770192727
"3847";"5";"indoor";"staircase";"SHINEd_staircase05.jpg";"outdoor";"parking";"SHINEd_parking06.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.5;"vis";"correct";873.374828552187
"3848";"5";"outdoor";"seaport";"SHINEd_seaport03.jpg";"outdoor";"train";"SHINEd_train08.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.8;"vis";"correct";875.401481727749
"3849";"5";"indoor";"office";"SHINEd_office03.jpg";"outdoor";"garden";"SHINEd_garden02.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.85;"vis";"wrong";1675.35656573091
"3850";"5";"outdoor";"gasstation";"SHINEd_gasstation09.jpg";"indoor";"library";"SHINEd_library03.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.05;"vis";"correct";587.405734258937
"3851";"5";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"outdoor";"woods";"SHINEd_woods06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1;"vis";"correct";909.405727616104
"3852";"5";"indoor";"bar";"SHINEd_bar05.jpg";"indoor";"library";"SHINEd_library01.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.3;"vis";"correct";1627.36889589723
"3853";"5";"indoor";"lobby";"SHINEd_lobby15.jpg";"outdoor";"street";"SHINEd_street01.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.2;"vis";"correct";975.395414443483
"3854";"5";"outdoor";"playground";"SHINEd_playground07.jpg";"indoor";"livingroom";"SHINEd_livingroom03.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.4;"vis";"correct";493.361963501229
"3855";"5";"outdoor";"constructionsite";"SHINEd_construction09.jpg";"indoor";"bathroom";"SHINEd_bathroom07.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.25;"vis";"correct";769.419051488512
"3856";"5";"outdoor";"street";"SHINEd_street03.jpg";"indoor";"library";"SHINEd_library01.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.85;"vis";"correct";749.40305922064
"3857";"5";"indoor";"bar";"SHINEd_bar05.jpg";"outdoor";"campsite";"SHINEd_campsite03.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.5;"vis";"correct";643.437834703946
"3858";"5";"outdoor";"campsite";"SHINEd_campsite12.jpg";"indoor";"kitchen";"SHINEd_kitchen05.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.25;"vis";"correct";905.430601658736
"3859";"5";"outdoor";"train";"SHINEd_train04.jpg";"indoor";"diningroom";"SHINEd_diningroom02.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.35;"vis";"wrong";871.422431660903
"3860";"5";"outdoor";"bridge";"SHINEd_bridge10.jpg";"indoor";"office";"SHINEd_office04.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1;"vis";"correct";1185.43293197945
"3861";"5";"indoor";"bathroom";"SHINEd_bathroom05.jpg";"indoor";"lobby";"SHINEd_lobby04.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.2;"vis";"correct";845.398321307584
"3862";"5";"indoor";"classroom";"SHINEd_classroom14.jpg";"outdoor";"mountain";"SHINEd_mountains01.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.3;"vis";"correct";817.426643738145
"3863";"5";"indoor";"corridor";"SHINEd_corridor01.jpg";"outdoor";"gasstation";"SHINEd_gasstation04.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.95;"vis";"correct";617.395613066037
"3864";"5";"outdoor";"tenniscourt";"SHINEd_tenniscourt03.jpg";"indoor";"church";"SHINEd_church01.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.95;"vis";"correct";2249.37875990872
"3865";"5";"indoor";"classroom";"SHINEd_classroom07.jpg";"indoor";"lobby";"SHINEd_lobby02.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.95;"vis";"correct";457.420111601095
"3866";"5";"outdoor";"mountain";"SHINEd_mountains09.jpg";"indoor";"church";"SHINEd_church03.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.45;"vis";"wrong";1235.42159733188
"3867";"5";"indoor";"lobby";"SHINEd_lobby15.jpg";"indoor";"classroom";"SHINEd_classroom06.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.25;"vis";"wrong";835.442546056584
"3868";"5";"outdoor";"playground";"SHINEd_playground13.jpg";"indoor";"diningroom";"SHINEd_diningroom03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.85;"vis";"wrong";1307.40249837254
"3869";"5";"indoor";"office";"SHINEd_office13.jpg";"indoor";"library";"SHINEd_library03.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.05;"vis";"wrong";1339.44710285505
"3870";"5";"outdoor";"train";"SHINEd_train06.jpg";"indoor";"bar";"SHINEd_bar03.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.2;"vis";"wrong";823.451061984088
"3871";"5";"indoor";"restaurant";"SHINEd_restaurant10.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt01.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.15;"vis";"wrong";1269.4415396727
"3872";"5";"outdoor";"shopfront";"SHINEd_shopfront11.jpg";"indoor";"restaurant";"SHINEd_restaurant01.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.15;"vis";"correct";1689.41907563567
"3873";"5";"indoor";"corridor";"SHINEd_corridor15.jpg";"outdoor";"bridge";"SHINEd_bridge01.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.85;"vis";"correct";845.436656869424
"3874";"5";"indoor";"office";"SHINEd_office03.jpg";"outdoor";"garden";"SHINEd_garden02.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.3;"vis";"correct";905.456863030849
"3875";"5";"indoor";"diningroom";"SHINEd_diningroom01.jpg";"indoor";"corridor";"SHINEd_corridor06.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.45;"vis";"wrong";1315.42519544018
"3876";"5";"indoor";"restaurant";"SHINEd_restaurant04.jpg";"outdoor";"constructionsite";"SHINEd_construction03.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.45;"vis";"correct";731.458394639048
"3877";"5";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"indoor";"corridor";"SHINEd_corridor06.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.2;"vis";"correct";889.465802760242
"3878";"5";"outdoor";"garden";"SHINEd_garden14.jpg";"outdoor";"street";"SHINEd_street07.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.25;"vis";"wrong";701.499003167555
"3879";"5";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"indoor";"concerthall";"SHINEd_concerthall04.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.5;"vis";"correct";1125.47520976295
"3880";"5";"indoor";"bedroom";"SHINEd_bedroom09.jpg";"indoor";"livingroom";"SHINEd_livingroom05.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.25;"vis";"correct";1211.48360555526
"3881";"5";"indoor";"bedroom";"SHINEd_bedroom09.jpg";"indoor";"livingroom";"SHINEd_livingroom05.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.8;"vis";"correct";985.456537026039
"3882";"5";"indoor";"library";"SHINEd_library10.jpg";"indoor";"staircase";"SHINEd_staircase03.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.1;"vis";"correct";969.476947237126
"3883";"5";"outdoor";"tenniscourt";"SHINEd_tenniscourt03.jpg";"indoor";"church";"SHINEd_church01.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.9;"vis";"wrong";755.483320601343
"3884";"5";"indoor";"classroom";"SHINEd_classroom07.jpg";"indoor";"lobby";"SHINEd_lobby02.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.05;"vis";"correct";531.455134609132
"3885";"5";"indoor";"lobby";"SHINEd_lobby14.jpg";"indoor";"church";"SHINEd_church03.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.4;"vis";"correct";801.492634032911
"3886";"5";"outdoor";"mountain";"SHINEd_mountains02.jpg";"outdoor";"constructionsite";"SHINEd_construction03.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.9;"vis";"correct";717.465915051434
"3887";"5";"indoor";"church";"SHINEd_church14.jpg";"indoor";"bathroom";"SHINEd_bathroom07.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.35;"vis";"correct";257.565967847768
"3888";"5";"outdoor";"street";"SHINEd_street15.jpg";"indoor";"corridor";"SHINEd_corridor08.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.5;"vis";"wrong";1083.47483002945
"3889";"5";"indoor";"bedroom";"SHINEd_bedroom05.jpg";"outdoor";"woods";"SHINEd_woods04.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.85;"vis";"correct";1089.45578118073
"3890";"5";"indoor";"restaurant";"SHINEd_restaurant10.jpg";"indoor";"bedroom";"SHINEd_bedroom03.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.5;"vis";"correct";1387.45710994408
"3891";"5";"outdoor";"seaport";"SHINEd_seaport03.jpg";"indoor";"classroom";"SHINEd_classroom06.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.2;"vis";"wrong";1189.53483695441
"3892";"5";"outdoor";"house";"SHINEd_house11.jpg";"indoor";"staircase";"SHINEd_staircase03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.1;"vis";"wrong";875.485095508338
"3893";"5";"outdoor";"mountain";"SHINEd_mountains02.jpg";"outdoor";"constructionsite";"SHINEd_construction03.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.3;"vis";"wrong";993.479535947699
"3894";"5";"outdoor";"house";"SHINEd_house02.jpg";"indoor";"bathroom";"SHINEd_bathroom02.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.45;"vis";"correct";1937.44773735307
"3895";"5";"indoor";"bathroom";"SHINEd_bathroom06.jpg";"indoor";"office";"SHINEd_office08.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.45;"vis";"correct";763.498471296771
"3896";"5";"indoor";"staircase";"SHINEd_staircase05.jpg";"indoor";"diningroom";"SHINEd_diningroom02.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.4;"vis";"correct";571.510663819936
"3897";"5";"outdoor";"woods";"SHINEd_woods10.jpg";"indoor";"bedroom";"SHINEd_bedroom03.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.8;"vis";"wrong";945.494884661457
"3898";"5";"indoor";"restaurant";"SHINEd_restaurant04.jpg";"indoor";"bathroom";"SHINEd_bathroom02.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.35;"vis";"correct";911.501203689113
"3899";"5";"outdoor";"house";"SHINEd_house11.jpg";"outdoor";"gasstation";"SHINEd_gasstation04.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.25;"vis";"correct";511.474761206046
"3900";"5";"outdoor";"tenniscourt";"SHINEd_tenniscourt08.jpg";"indoor";"staircase";"SHINEd_staircase07.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1;"vis";"wrong";953.509431645216
"3901";"5";"outdoor";"garden";"SHINEd_garden05.jpg";"indoor";"office";"SHINEd_office08.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.2;"vis";"wrong";833.535125526396
"3902";"5";"indoor";"bar";"SHINEd_bar05.jpg";"outdoor";"campsite";"SHINEd_campsite03.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.05;"vis";"correct";377.555970411777
"3903";"5";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"outdoor";"parking";"SHINEd_parking07.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.45;"vis";"correct";827.493803415564
"3904";"5";"indoor";"bedroom";"SHINEd_bedroom05.jpg";"indoor";"classroom";"SHINEd_classroom03.jpg";"congruent";"20% (high prime visibility)";"400 ms";0.85;"vis";"correct";955.546649740427
"3905";"5";"outdoor";"playground";"SHINEd_playground07.jpg";"outdoor";"campsite";"SHINEd_campsite01.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.25;"vis";"correct";1051.52983763764
"3906";"5";"outdoor";"gasstation";"SHINEd_gasstation05.jpg";"indoor";"restaurant";"SHINEd_restaurant05.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.85;"vis";"wrong";1543.5263083491
"3907";"5";"outdoor";"street";"SHINEd_street15.jpg";"outdoor";"garden";"SHINEd_garden08.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.05;"vis";"correct";985.478270573367
"3908";"5";"outdoor";"constructionsite";"SHINEd_construction09.jpg";"outdoor";"playground";"SHINEd_playground02.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.25;"vis";"correct";909.529488086264
"3909";"5";"outdoor";"campsite";"SHINEd_campsite12.jpg";"outdoor";"house";"SHINEd_house05.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.05;"vis";"wrong";1661.4959966937
"3910";"5";"outdoor";"tenniscourt";"SHINEd_tenniscourt08.jpg";"outdoor";"shopfront";"SHINEd_shopfront07.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.15;"vis";"wrong";1043.50019790945
"3911";"5";"indoor";"bathroom";"SHINEd_bathroom05.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt06.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.4;"vis";"correct";1171.54489415407
"3912";"5";"indoor";"classroom";"SHINEd_classroom14.jpg";"indoor";"bedroom";"SHINEd_bedroom01.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.45;"vis";"correct";727.562354641123
"3913";"5";"indoor";"church";"SHINEd_church14.jpg";"outdoor";"house";"SHINEd_house05.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.1;"vis";"correct";1011.51264398868
"3914";"5";"indoor";"bar";"SHINEd_bar05.jpg";"indoor";"library";"SHINEd_library01.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.25;"vis";"correct";767.549060958117
"3915";"5";"outdoor";"woods";"SHINEd_woods10.jpg";"outdoor";"parking";"SHINEd_parking06.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.2;"vis";"correct";1141.55229864991
"3916";"5";"indoor";"livingroom";"SHINEd_livingroom14.jpg";"outdoor";"shopfront";"SHINEd_shopfront04.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.15;"vis";"correct";1075.53604860004
"3917";"5";"outdoor";"shopfront";"SHINEd_shopfront11.jpg";"indoor";"restaurant";"SHINEd_restaurant01.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.2;"vis";"wrong";805.558014573762
"3918";"5";"outdoor";"playground";"SHINEd_playground07.jpg";"indoor";"livingroom";"SHINEd_livingroom03.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.3;"vis";"correct";417.589464221237
"3919";"5";"outdoor";"seaport";"SHINEd_seaport03.jpg";"indoor";"classroom";"SHINEd_classroom06.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.2;"vis";"correct";397.561397763639
"3920";"5";"indoor";"bedroom";"SHINEd_bedroom05.jpg";"outdoor";"woods";"SHINEd_woods04.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.3;"vis";"wrong";809.550044399657
"3921";"5";"indoor";"corridor";"SHINEd_corridor15.jpg";"indoor";"concerthall";"SHINEd_concerthall01.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.1;"vis";"correct";891.563995526667
"3922";"5";"indoor";"office";"SHINEd_office03.jpg";"indoor";"bar";"SHINEd_bar07.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.45;"vis";"wrong";1519.53217158007
"3923";"5";"outdoor";"parking";"SHINEd_parking05.jpg";"indoor";"lobby";"SHINEd_lobby04.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.1;"vis";"correct";651.546258537564
"3924";"5";"indoor";"lobby";"SHINEd_lobby14.jpg";"outdoor";"parking";"SHINEd_parking07.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.95;"vis";"correct";1307.5766685979
"3925";"5";"indoor";"bathroom";"SHINEd_bathroom05.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.95;"vis";"correct";1463.60843700677
"3926";"5";"indoor";"kitchen";"SHINEd_kitchen09.jpg";"outdoor";"seaport";"SHINEd_seaport05.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.85;"vis";"correct";1297.56172980342
"3927";"5";"outdoor";"parking";"SHINEd_parking05.jpg";"outdoor";"seaport";"SHINEd_seaport07.jpg";"congruent";"20% (high prime visibility)";"400 ms";0.9;"vis";"correct";971.592345729732
"3928";"5";"indoor";"corridor";"SHINEd_corridor15.jpg";"indoor";"concerthall";"SHINEd_concerthall01.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.5;"vis";"correct";1845.57158596726
"3929";"5";"outdoor";"train";"SHINEd_train04.jpg";"indoor";"diningroom";"SHINEd_diningroom02.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.85;"vis";"correct";1251.58894080596
"3930";"5";"indoor";"library";"SHINEd_library10.jpg";"outdoor";"garden";"SHINEd_garden08.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.8;"vis";"correct";953.598478816275
"3931";"5";"outdoor";"parking";"SHINEd_parking13.jpg";"indoor";"concerthall";"SHINEd_concerthall04.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.8;"vis";"correct";1091.59804474621
"3932";"5";"outdoor";"seaport";"SHINEd_seaport14.jpg";"outdoor";"gasstation";"SHINEd_gasstation07.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.1;"vis";"correct";677.551050182956
"3933";"5";"outdoor";"train";"SHINEd_train06.jpg";"indoor";"bar";"SHINEd_bar03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.1;"vis";"correct";1065.61951447293
"3934";"5";"outdoor";"campsite";"SHINEd_campsite10.jpg";"indoor";"bedroom";"SHINEd_bedroom01.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.95;"vis";"wrong";1271.58742549364
"3935";"5";"outdoor";"bridge";"SHINEd_bridge03.jpg";"outdoor";"seaport";"SHINEd_seaport05.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.5;"vis";"wrong";861.587398328993
"3936";"5";"indoor";"bar";"SHINEd_bar01.jpg";"outdoor";"train";"SHINEd_train08.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.35;"vis";"correct";2235.58550449161
"3937";"5";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"outdoor";"train";"SHINEd_train05.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1;"vis";"correct";941.628728291107
"3938";"5";"outdoor";"constructionsite";"SHINEd_construction09.jpg";"outdoor";"playground";"SHINEd_playground02.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.95;"vis";"correct";2211.58744360582
"3939";"5";"indoor";"staircase";"SHINEd_staircase02.jpg";"outdoor";"playground";"SHINEd_playground04.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.5;"vis";"wrong";989.606135062786
"3940";"5";"indoor";"bar";"SHINEd_bar01.jpg";"indoor";"church";"SHINEd_church01.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.3;"vis";"correct";691.58005420104
"3941";"5";"outdoor";"house";"SHINEd_house02.jpg";"outdoor";"shopfront";"SHINEd_shopfront04.jpg";"congruent";"20% (high prime visibility)";"200 ms";1;"vis";"wrong";817.597191704408
"3942";"5";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"outdoor";"train";"SHINEd_train05.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.4;"vis";"correct";1439.61912990926
"3943";"5";"outdoor";"campsite";"SHINEd_campsite12.jpg";"outdoor";"house";"SHINEd_house05.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.1;"vis";"correct";1915.61729583918
